age,capital_gain,capital_loss,education,education_num,hours_per_week,martial_status,occupation,race,relationship,sex,workclass,role,prob0,prob1,idx
28,0,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Male,Private,gen_cf,0.95,0.05,89
28,0,0,HS-grad,10,25,Separated,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.99,0.01,89
32,0,260,Some-college,10,25,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.998,0.002,89
28,1349,0,Some-college,10,25,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,1,0,89
28,4190,0,Some-college,8,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.984,0.016,89
18,1340,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.982,0.018,89
28,0,0,Some-college,10,25,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,1,0,89
28,2288,0,Some-college,11,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.964,0.036,89
30,1838,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.976,0.024,89
28,2255,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.982,0.018,89
30,782,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.976,0.024,89
30,0,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.976,0.024,89
28,0,0,Some-college,10,25,Divorced,Machine-op-inspct,White,Unmarried,Female,Private,gen_cf,0.982,0.018,89
32,0,0,HS-grad,9,40,Never-married,Other-service,Black,Own-child,Male,Federal-gov,x_interest,0.95,0.05,96
39,0,65,HS-grad,9,40,Married-civ-spouse,Exec-managerial,White,Unmarried,Male,Without-pay,gen_cf,0.574,0.426,96
32,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Own-child,Male,Self-emp-inc,gen_cf,0.708,0.292,96
28,0,0,Assoc-acdm,9,40,Never-married,Other-service,White,Own-child,Male,Self-emp-not-inc,gen_cf,0.988,0.012,96
32,0,0,HS-grad,9,40,Married-civ-spouse,Sales,White,Wife,Male,Self-emp-inc,gen_cf,0.408,0.592,96
29,0,0,HS-grad,9,37,Never-married,Other-service,White,Own-child,Male,Without-pay,gen_cf,0.994,0.006,96
32,705,154,Bachelors,9,40,Never-married,Sales,White,Own-child,Male,Self-emp-inc,gen_cf,0.866,0.134,96
24,0,467,HS-grad,7,27,Never-married,Other-service,White,Own-child,Female,Private,gen_cf,0.988,0.012,96
32,0,0,HS-grad,10,40,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,96
32,0,0,HS-grad,9,37,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.998,0.002,96
32,0,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Self-emp-not-inc,gen_cf,0.996,0.004,96
32,0,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.998,0.002,96
45,0,775,HS-grad,7,57,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.81,0.19,96
37,0,0,HS-grad,10,54,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.914,0.086,96
20,0,0,HS-grad,10,40,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.976,0.024,96
27,0,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.974,0.026,96
32,1466,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.96,0.04,96
33,0,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.948,0.052,96
32,0,0,HS-grad,9,40,Never-married,Other-service,White,Own-child,Male,Federal-gov,gen_cf,0.96,0.04,96
49,0,0,Assoc-voc,11,40,Married-civ-spouse,Craft-repair,Black,Husband,Male,Local-gov,x_interest,0.252,0.748,113
59,3094,0,Assoc-voc,11,49,Married-civ-spouse,Prof-specialty,White,Husband,Male,Self-emp-inc,gen_cf,0.464,0.536,113
53,1995,0,Assoc-voc,11,53,Married-civ-spouse,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.558,0.442,113
49,0,88,Assoc-voc,10,47,Married-civ-spouse,Craft-repair,White,Husband,Male,Self-emp-inc,gen_cf,0.412,0.588,113
51,3149,0,Some-college,11,40,Married-civ-spouse,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.616,0.384,113
49,5135,0,Assoc-voc,11,39,Married-civ-spouse,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.216,0.784,113
49,0,0,Assoc-voc,11,23,Married-civ-spouse,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.58,0.42,113
49,883,0,Assoc-voc,11,34,Married-civ-spouse,Prof-specialty,White,Husband,Male,Local-gov,gen_cf,0.44,0.56,113
45,0,0,Assoc-voc,11,40,Married-civ-spouse,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.612,0.388,113
36,266,0,Assoc-voc,9,49,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.542,0.458,113
49,604,0,Assoc-voc,11,40,Married-civ-spouse,Tech-support,White,Husband,Male,Local-gov,gen_cf,0.228,0.772,113
49,0,0,Assoc-voc,11,40,Married-civ-spouse,Prof-specialty,White,Husband,Male,Local-gov,gen_cf,0.438,0.562,113
49,0,0,Assoc-voc,11,40,Married-civ-spouse,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.548,0.452,113
49,0,0,Assoc-voc,11,49,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.386,0.614,113
49,0,0,Assoc-voc,11,47,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.376,0.624,113
49,0,0,Assoc-voc,10,40,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.478,0.522,113
49,0,0,Assoc-voc,11,40,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.35,0.65,113
30,0,0,Bachelors,13,40,Never-married,Exec-managerial,Black,Own-child,Male,Private,x_interest,0.98,0.02,118
52,0,0,Assoc-acdm,13,54,Divorced,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.556,0.444,118
33,0,186,Bachelors,13,47,Divorced,Exec-managerial,White,Husband,Female,Private,gen_cf,0.396,0.604,118
37,0,262,Bachelors,13,40,Divorced,Tech-support,White,Own-child,Male,Private,gen_cf,0.838,0.162,118
26,0,0,Bachelors,12,40,Never-married,Transport-moving,White,Own-child,Male,State-gov,gen_cf,0.948,0.052,118
22,0,0,Masters,13,34,Never-married,Tech-support,White,Own-child,Male,Private,gen_cf,0.904,0.096,118
30,9,83,Bachelors,11,40,Divorced,Protective-serv,White,Own-child,Male,Private,gen_cf,0.884,0.116,118
30,0,0,Bachelors,13,30,Never-married,Protective-serv,White,Not-in-family,Female,Self-emp-inc,gen_cf,0.93,0.07,118
25,0,0,Bachelors,13,24,Never-married,Other-service,White,Own-child,Female,Private,gen_cf,1,0,118
40,0,0,7th-8th,13,40,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,0.7,0.3,118
54,0,0,Bachelors,13,40,Never-married,Transport-moving,White,Own-child,Male,Private,gen_cf,0.666,0.334,118
36,824,0,Bachelors,13,40,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.792,0.208,118
30,0,0,Assoc-voc,13,40,Never-married,Protective-serv,White,Own-child,Male,Private,gen_cf,0.924,0.076,118
30,0,0,Bachelors,13,40,Never-married,Tech-support,White,Own-child,Male,Private,gen_cf,0.968,0.032,118
30,1113,168,Bachelors,13,46,Divorced,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.782,0.218,118
52,0,0,Bachelors,13,28,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.62,0.38,118
30,0,0,Bachelors,13,39,Never-married,Prof-specialty,White,Own-child,Male,Private,gen_cf,0.988,0.012,118
30,0,0,Bachelors,13,40,Divorced,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.914,0.086,118
30,0,367,Bachelors,13,25,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.984,0.016,118
27,0,0,Bachelors,13,48,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.93,0.07,118
21,0,0,Bachelors,13,40,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.996,0.004,118
27,0,0,Bachelors,13,40,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.994,0.006,118
32,0,0,Bachelors,13,40,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.934,0.066,118
30,0,0,Bachelors,13,39,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.976,0.024,118
30,0,0,Bachelors,13,40,Never-married,Exec-managerial,White,Own-child,Male,Private,gen_cf,0.978,0.022,118
19,0,0,Some-college,10,35,Never-married,Other-service,Black,Own-child,Male,Private,x_interest,1,0,120
19,0,0,Assoc-acdm,10,24,Never-married,Transport-moving,White,Own-child,Male,Private,gen_cf,0.992,0.008,120
19,4887,243,Assoc-voc,10,35,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.946,0.054,120
20,0,0,Some-college,10,28,Never-married,Craft-repair,White,Own-child,Male,Private,gen_cf,1,0,120
31,202,0,Some-college,10,50,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.972,0.028,120
28,0,468,5th-6th,11,27,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.97,0.03,120
19,0,273,10th,10,35,Never-married,Other-service,White,Own-child,Female,Private,gen_cf,1,0,120
19,0,0,Some-college,10,35,Never-married,Tech-support,White,Own-child,Female,Private,gen_cf,1,0,120
19,3119,0,Some-college,8,14,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.99,0.01,120
18,0,0,Some-college,10,35,Never-married,Adm-clerical,White,Own-child,Male,Private,gen_cf,1,0,120
29,3292,15,Some-college,8,38,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.986,0.014,120
19,2123,468,Some-college,10,26,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.992,0.008,120
17,0,0,Some-college,10,39,Never-married,Machine-op-inspct,White,Own-child,Male,Private,gen_cf,0.996,0.004,120
19,0,0,Some-college,10,27,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,120
19,0,0,Some-college,10,31,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,120
19,0,0,Some-college,10,38,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,0.998,0.002,120
18,0,0,Some-college,10,35,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,120
19,0,0,Some-college,10,35,Never-married,Other-service,White,Own-child,Male,Private,gen_cf,1,0,120
46,0,0,Assoc-acdm,12,36,Divorced,Tech-support,Black,Not-in-family,Female,Private,x_interest,0.968,0.032,129
38,2229,339,Prof-school,12,51,Divorced,Armed-Forces,White,Not-in-family,Male,Private,gen_cf,0.42,0.58,129
46,846,0,Bachelors,14,41,Never-married,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.568,0.432,129
50,0,0,Bachelors,12,46,Divorced,Other-service,White,Not-in-family,Female,Private,gen_cf,0.772,0.228,129
46,3133,0,Some-college,10,40,Divorced,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.98,0.02,129
46,0,576,Assoc-acdm,10,50,Divorced,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.85,0.15,129
41,0,38,Assoc-acdm,13,60,Divorced,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.69,0.31,129
60,0,32,Assoc-voc,12,59,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.816,0.184,129
46,0,159,Assoc-acdm,12,62,Divorced,Other-service,White,Not-in-family,Female,Private,gen_cf,0.872,0.128,129
46,0,344,Doctorate,12,50,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.454,0.546,129
46,2453,9,Assoc-acdm,11,49,Divorced,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.884,0.116,129
46,3960,0,Assoc-acdm,12,36,Divorced,Craft-repair,White,Not-in-family,Male,Private,gen_cf,0.946,0.054,129
46,0,0,Assoc-acdm,12,45,Divorced,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.944,0.056,129
46,1094,0,Assoc-acdm,12,36,Never-married,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.918,0.082,129
46,2600,269,Assoc-acdm,12,64,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.864,0.136,129
38,0,365,Assoc-acdm,11,53,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.896,0.104,129
46,2,0,Assoc-acdm,12,29,Divorced,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.938,0.062,129
46,1956,0,Assoc-acdm,12,46,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.956,0.044,129
46,0,0,Assoc-acdm,12,36,Divorced,Craft-repair,White,Not-in-family,Female,Private,gen_cf,0.946,0.054,129
46,0,0,Assoc-acdm,12,50,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.898,0.102,129
46,0,276,Bachelors,12,36,Divorced,Prof-specialty,White,Not-in-family,Female,Private,gen_cf,0.788,0.212,129
46,0,425,Assoc-acdm,12,29,Divorced,Sales,White,Not-in-family,Female,Private,gen_cf,0.94,0.06,129
46,0,0,Assoc-acdm,12,38,Divorced,Sales,White,Not-in-family,Female,Private,gen_cf,0.996,0.004,129
46,986,0,Assoc-acdm,12,34,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.964,0.036,129
46,0,0,Assoc-acdm,12,31,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.964,0.036,129
46,1249,0,Assoc-acdm,12,36,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.964,0.036,129
46,0,0,Assoc-acdm,12,37,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.97,0.03,129
46,0,0,Assoc-acdm,12,36,Divorced,Tech-support,White,Not-in-family,Female,Private,gen_cf,0.964,0.036,129
31,0,0,HS-grad,9,30,Never-married,Transport-moving,Black,Unmarried,Female,Private,x_interest,0.998,0.002,140
20,0,420,HS-grad,9,33,Never-married,Sales,White,Husband,Female,Private,gen_cf,0.964,0.036,140
31,0,0,HS-grad,8,30,Never-married,Tech-support,White,Husband,Male,Private,gen_cf,0.892,0.108,140
31,0,0,HS-grad,9,30,Never-married,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.998,0.002,140
27,822,0,HS-grad,9,30,Never-married,Transport-moving,White,Husband,Female,Private,gen_cf,0.974,0.026,140
31,1508,0,HS-grad,10,30,Never-married,Transport-moving,White,Not-in-family,Female,Private,gen_cf,0.998,0.002,140
31,0,0,HS-grad,9,30,Never-married,Transport-moving,White,Not-in-family,Female,Private,gen_cf,0.998,0.002,140
31,0,0,HS-grad,9,37,Never-married,Transport-moving,White,Not-in-family,Female,Private,gen_cf,0.996,0.004,140
31,1136,772,HS-grad,7,39,Never-married,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.93,0.07,140
31,0,104,HS-grad,11,35,Never-married,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.966,0.034,140
39,1826,0,HS-grad,9,30,Never-married,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.974,0.026,140
31,0,0,HS-grad,10,30,Never-married,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.984,0.016,140
31,1498,0,HS-grad,9,30,Never-married,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.99,0.01,140
31,0,0,HS-grad,9,30,Never-married,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.99,0.01,140
31,0,0,HS-grad,9,73,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.978,0.022,140
33,0,0,HS-grad,9,43,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.972,0.028,140
31,0,0,HS-grad,9,43,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.976,0.024,140
31,0,0,HS-grad,9,20,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.994,0.006,140
31,0,0,HS-grad,9,35,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.994,0.006,140
31,98,0,HS-grad,9,32,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.994,0.006,140
31,0,0,HS-grad,9,30,Never-married,Transport-moving,White,Unmarried,Female,Private,gen_cf,0.994,0.006,140
71,0,1816,Some-college,10,2,Separated,Sales,Black,Unmarried,Male,Self-emp-not-inc,x_interest,0.92,0.08,150
71,0,1816,Some-college,10,12,Married-civ-spouse,Farming-fishing,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.75,0.25,150
71,0,1816,Some-college,9,20,Married-AF-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.8,0.2,150
71,0,1816,HS-grad,10,2,Married-civ-spouse,Transport-moving,White,Husband,Male,Self-emp-not-inc,gen_cf,0.736,0.264,150
61,0,1816,Some-college,11,2,Married-spouse-absent,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.72,0.28,150
75,0,1816,Some-college,10,2,Divorced,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.798,0.202,150
56,146,1816,Some-college,10,2,Separated,Craft-repair,White,Husband,Male,Self-emp-not-inc,gen_cf,0.788,0.212,150
71,1280,1156,Assoc-voc,12,2,Never-married,Adm-clerical,White,Unmarried,Male,Private,gen_cf,0.874,0.126,150
71,0,1417,Some-college,9,24,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.832,0.168,150
71,0,1690,Some-college,10,17,Married-civ-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.776,0.224,150
71,864,1836,Some-college,10,14,Married-AF-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.826,0.174,150
60,176,1816,Some-college,10,2,Married-civ-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.662,0.338,150
61,0,1816,Some-college,10,4,Divorced,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.886,0.114,150
71,918,1530,Some-college,10,2,Divorced,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.902,0.098,150
71,1886,1816,Some-college,10,2,Married-civ-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.702,0.298,150
71,0,1816,Some-college,11,2,Married-AF-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.806,0.194,150
71,0,1816,Some-college,10,4,Married-AF-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.82,0.18,150
71,0,1816,Some-college,10,2,Married-AF-spouse,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.82,0.18,150
71,0,1816,Assoc-acdm,10,2,Divorced,Sales,White,Unmarried,Female,Self-emp-not-inc,gen_cf,0.884,0.116,150
71,0,1816,Some-college,11,17,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.886,0.114,150
71,0,1738,Some-college,12,7,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.882,0.118,150
71,0,1816,Some-college,10,17,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.908,0.092,150
71,0,1816,Some-college,12,2,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.88,0.12,150
71,0,1816,Some-college,11,2,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.888,0.112,150
71,0,1753,Some-college,10,2,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.914,0.086,150
71,0,1816,Some-college,10,2,Separated,Sales,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.91,0.09,150
42,0,0,Bachelors,13,50,Separated,Other-service,Black,Other-relative,Male,Private,x_interest,0.854,0.146,152
42,0,541,Bachelors,10,54,Divorced,Prof-specialty,White,Husband,Male,Private,gen_cf,0.524,0.476,152
51,1944,0,9th,13,50,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.498,0.502,152
28,1198,0,Bachelors,13,50,Divorced,Other-service,White,Husband,Male,Private,gen_cf,0.788,0.212,152
42,0,790,Bachelors,10,50,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.636,0.364,152
42,0,0,Bachelors,13,40,Married-AF-spouse,Protective-serv,White,Other-relative,Male,Private,gen_cf,0.614,0.386,152
42,0,0,Bachelors,13,50,Married-AF-spouse,Protective-serv,White,Other-relative,Male,Private,gen_cf,0.558,0.442,152
42,0,0,Bachelors,13,50,Married-AF-spouse,Adm-clerical,White,Other-relative,Male,Private,gen_cf,0.666,0.334,152
28,0,0,Bachelors,13,50,Married-AF-spouse,Other-service,White,Other-relative,Male,Private,gen_cf,0.898,0.102,152
42,0,0,Bachelors,13,53,Married-civ-spouse,Other-service,White,Other-relative,Male,Private,gen_cf,0.586,0.414,152
33,0,0,Bachelors,13,50,Married-civ-spouse,Other-service,White,Other-relative,Male,Private,gen_cf,0.578,0.422,152
42,0,0,Bachelors,13,50,Married-civ-spouse,Other-service,White,Other-relative,Male,Private,gen_cf,0.6,0.4,152
53,0,0,Bachelors,13,36,Married-civ-spouse,Other-service,White,Other-relative,Male,Private,gen_cf,0.546,0.454,152
42,0,0,Bachelors,14,29,Separated,Other-service,White,Other-relative,Male,Private,gen_cf,0.814,0.186,152
43,0,0,Bachelors,13,37,Separated,Other-service,White,Other-relative,Male,Private,gen_cf,0.818,0.182,152
37,215,0,Bachelors,13,50,Separated,Other-service,White,Not-in-family,Male,Private,gen_cf,0.756,0.244,152
42,65,0,HS-grad,13,50,Separated,Other-service,White,Own-child,Female,Private,gen_cf,0.836,0.164,152
42,0,0,Bachelors,13,44,Separated,Other-service,White,Other-relative,Male,Private,gen_cf,0.854,0.146,152
45,0,0,Bachelors,13,50,Separated,Other-service,White,Other-relative,Male,Private,gen_cf,0.82,0.18,152
42,0,0,Bachelors,13,50,Separated,Other-service,White,Other-relative,Male,Private,gen_cf,0.836,0.164,152
21,0,0,HS-grad,9,40,Never-married,Craft-repair,Black,Own-child,Male,Private,x_interest,1,0,168
24,5763,0,Masters,9,50,Divorced,Craft-repair,White,Husband,Male,Private,gen_cf,0.52,0.48,168
43,0,405,HS-grad,9,49,Married-civ-spouse,Craft-repair,White,Husband,Female,Private,gen_cf,0.632,0.368,168
21,1977,547,HS-grad,8,40,Never-married,Sales,White,Own-child,Female,Private,gen_cf,0.982,0.018,168
33,0,86,HS-grad,9,40,Married-AF-spouse,Transport-moving,White,Own-child,Male,Private,gen_cf,0.864,0.136,168
21,1554,0,HS-grad,9,37,Never-married,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.998,0.002,168
17,0,0,HS-grad,9,40,Never-married,Sales,White,Own-child,Female,Private,gen_cf,1,0,168
22,0,0,7th-8th,9,25,Never-married,Craft-repair,White,Own-child,Male,Private,gen_cf,0.948,0.052,168
35,0,26,HS-grad,10,40,Never-married,Protective-serv,White,Own-child,Male,Private,gen_cf,0.962,0.038,168
21,0,0,HS-grad,9,29,Never-married,Craft-repair,White,Own-child,Male,Private,gen_cf,1,0,168
21,206,0,HS-grad,9,38,Never-married,Handlers-cleaners,White,Own-child,Male,Private,gen_cf,0.998,0.002,168
24,0,0,HS-grad,9,40,Never-married,Craft-repair,White,Own-child,Male,Private,gen_cf,1,0,168
21,206,0,HS-grad,9,38,Never-married,Craft-repair,White,Own-child,Male,Private,gen_cf,0.998,0.002,168
